"","Data","BBDC3","BBDC4","BTOW3","ITUB4","LREN3","PSSA3","TRPL4","VALE3","VALE5","CSMG3"
"1",2009-11-03,27.7,34.25,50.21,33.55,31,17.9,48.8,44.21,39,31.25
"10",2009-11-04,28.59,35.1,51.01,35.6,32.39,18.5,49.3,46.93,41.5,30.89
"20",2009-11-05,28.4,35.07,51.81,36.06,31.32,18,49.45,46.46,41.35,31
"30",2009-11-06,28.5,35.5,50.25,36.74,32.3,18.74,50.5,47.19,41.92,30.71
"40",2009-11-09,28.62,35.49,50.42,36.89,33.67,18.46,50.24,47.9,42.41,30.61
"50",2009-11-10,28.85,35.6,49.28,37.1,33.7,18.64,50.61,48,42.72,31.21
"60",2009-11-11,29.03,36,48.9,38,33.96,18.55,50.9,48.55,43.25,31.37
"69",2009-11-12,29,35.6,49.01,37.79,33.24,18.53,50.09,47.49,42.18,31.2
"79",2009-11-13,28.4,35.05,49.1,37.05,34.26,18.48,49.34,46.45,40.88,30.7
"89",2009-11-16,28.71,35.78,49.5,38.2,35.9,18.75,51.21,47.84,41.76,30.25
"99",2009-11-17,29.5,35.87,48.9,37.98,36.55,19.25,51.45,48.45,42.4,30.2
"109",2009-11-18,29.8,36.5,48.62,38.6,36.51,19.07,51.54,49.75,43.66,30.6
"119",2009-11-19,29.79,35.8,47.3,37.65,35.61,19,51.58,48.05,42,29.35
"129",2009-11-23,29.31,35.63,48.2,37.41,37.14,18.95,51.18,49,43,29.01
"139",2009-11-24,29.1,35.71,48.69,37.81,37.73,19.08,51.51,49.14,42.82,29.21
"149",2009-11-25,29.55,36.19,48.65,38,38.82,19.14,51.49,49.4,43.12,29.98
"159",2009-11-26,29.58,35.9,48.3,38.2,38.3,18.9,50.25,49.41,42.85,29.25
"169",2009-11-27,28.47,35.35,48.5,37.39,37.2,18.85,50.2,48.59,42.05,29.52
"179",2009-11-30,29.2,35.8,50.28,37.65,37.12,19,50.79,49.42,42.8,29.5
"189",2009-12-01,29.37,36.59,51.24,38.38,38,18.95,50.56,49.57,42.9,30.5
"199",2009-12-02,29.95,37.2,51.94,39.2,38.34,19.34,50,50.07,42.98,30.52
"209",2009-12-03,30.47,37.4,51.6,40,39.12,19.52,50.92,49.96,42.98,30
"219",2009-12-04,30.52,37.11,48,39.07,39.35,19.59,49.57,48.86,42.1,29.38
"229",2009-12-07,30.15,37,49.07,39.3,38.49,19.67,49.53,48.41,41.61,29.65
"239",2009-12-08,30.6,37.73,47.88,39.7,38.3,19.67,50,47.91,41.05,29.31
"249",2009-12-09,30.8,38,47.3,40,38.21,19.79,49.51,47.9,41.35,30
"259",2009-12-10,30.95,38.1,47.99,40.1,38.4,19.88,49.87,48.74,41.85,30.8
"269",2009-12-11,31,38.51,47.5,40.4,38.55,19.88,50.75,49.63,42.7,31.7
"279",2009-12-14,31.32,38.5,48.01,40.25,39,19.9,51.39,50,42.9,31.79
"289",2009-12-15,30.78,37.89,47.21,39.38,38.2,20.07,51.25,49.9,42.94,31.68
"299",2009-12-16,31.25,38.18,47.5,40.21,38.49,20.1,51.46,50.11,43.3,31.6
"309",2009-12-17,30.3,37.09,46.77,39.32,36.74,20,49.79,49.85,42.7,32.01
"319",2009-12-18,29.55,36.2,45.6,38.43,36.77,19.8,49.02,49,41.5,32.45
"329",2009-12-21,29.52,36,45.2,38.72,37.01,19.92,49.35,48.8,41.77,34.25
"339",2009-12-22,29.4,36.08,44.65,38.43,37,20,50.5,48.4,41.17,33.4
"349",2009-12-23,29.7,36.44,44.09,38.5,38.83,20,51.97,49.39,42.2,33.1
"359",2009-12-28,29.72,36.25,43.71,38,38.9,19.9,51.5,50.05,42.49,33
"369",2009-12-29,29.39,36.02,45,37.88,39.4,20.19,50.8,49.51,42.55,32.7
"379",2009-12-30,29.7,36.2,45.99,38.4,39.01,19.86,50.5,49.3,42.01,33.19
"389",2010-01-04,29.99,36.85,47.5,38.89,40,20.25,51.98,50.19,42.6,33.25
"399",2010-01-05,30.91,37.9,47,40.22,40.41,20.65,51.8,51.54,43.75,33.07
"409",2010-01-06,30.4,37.4,45.49,40.25,39.05,20.39,51.62,52,44.12,32.9
"418",2010-01-07,30.19,37,45.5,39.75,38.01,20.59,51.4,52.51,44.5,33
"428",2010-01-08,30.3,37.29,46.8,39.78,38.09,20.99,51.07,53.3,45.46,29.5
"438",2010-01-11,30.31,37.11,45.88,39.19,38.26,20.99,50.8,54.6,46.01,30.1
"448",2010-01-12,30.1,36.71,44.55,38.31,38.2,21.19,49.51,52.8,45.25,29.58
"458",2010-01-13,30.4,37.21,44.5,38.4,39.4,20.94,50.15,54.2,46.3,29.5
"468",2010-01-14,30.39,37.25,44.78,38.5,39.8,20.9,50.03,54.18,46.59,28.88
"477",2010-01-15,30.1,36.6,44.15,37.8,38.4,21.3,49.63,53.78,45.9,28
"487",2010-01-18,29.63,36.29,43.7,37.4,37.85,20.7,49.63,53.3,46.25,27.04
"497",2010-01-19,29.7,36.14,42.59,37.3,38.15,20.36,49.3,53.51,46.5,26.99
"507",2010-01-20,NA,33.25,41.68,37.18,37.92,20.23,48.96,53.91,46.68,26.5
"516",2010-01-21,26.8,32.83,39.25,36.62,37.22,20.2,48.4,53.6,46.58,27.79
"526",2010-01-22,25.88,31.55,39.91,35.45,36.1,19.69,47.68,51.31,44.5,27.2
"535",2010-01-26,26,31.2,40.27,35.41,35.25,19.02,47.8,49.75,43.37,26.35
"545",2010-01-27,26.29,31.8,39.7,36.24,35.11,19.34,48.17,49.64,42.47,26
"555",2010-01-28,26.4,31.69,39.11,36.22,35.92,19.24,48.31,49.31,42.56,26.49
"565",2010-01-29,26.23,31.9,37.99,37.12,35.57,19.11,47.6,49.13,42.4,25.94
"575",2010-02-01,25.7,31.67,38.47,36.29,36.11,19,47.28,49.39,42.49,25.96
"585",2010-02-02,26.16,32.2,40.25,37.29,36.65,19.05,47.35,51.17,44.15,25.92
"595",2010-02-03,26.28,32.23,39.83,37.35,36.69,19.1,47.71,50.46,43.66,25.89
"605",2010-02-04,26.28,32.05,39.1,36.7,38.38,18.8,47.5,49.62,43,26.24
"615",2010-02-05,25.49,30.79,36.8,35.33,36.9,18.55,46.08,47.09,40.51,25.22
"625",2010-02-08,24.9,30.2,36.44,34.89,37.01,18.1,46.84,47.57,41.2,25.4
"635",2010-02-09,24.86,30.4,35.6,35.7,37.4,18,48.16,48.2,41.81,25.05
"645",2010-02-10,25.31,31.2,36.8,36.37,37.01,18.5,48.29,48.75,42.5,24.6
"655",2010-02-11,25.67,31.4,36.42,36.45,37.59,17.75,48.5,48.05,41.48,24.69
"665",2010-02-12,25.5,31.5,37.19,36.6,37.65,17.83,47.9,49.15,42.6,25.5
"675",2010-02-18,26.37,32.4,38.65,37.59,37,18.08,49.24,51.21,44.3,25.7
"685",2010-02-19,26.2,32.15,38.6,37.7,36.9,18.01,48.9,51.6,44.95,25.6
"695",2010-02-22,26.11,32.1,39.8,37.31,37.27,18,48.67,52.35,45.28,25.75
"705",2010-02-23,25.55,31.5,38.99,36.37,38.95,17.93,47.8,50.76,44.15,25.44
"715",2010-02-24,25.14,31,37.9,36,39.5,17.79,47.92,50.39,44,25.25
"725",2010-02-25,24.73,30.5,37.22,35,38.58,17.5,47.02,49.69,43.45,24.64
"735",2010-02-26,24.95,30.86,38,35.7,38.5,17.7,47.46,50.71,44.65,24.85
"744",2010-03-01,25.49,31.35,38.11,36.75,39.49,18.06,48.44,50.8,44.88,25.44
"754",2010-03-02,25.59,31.63,38.64,36.89,40.75,18.5,48.87,51.48,44.97,24.89
"764",2010-03-03,26.08,32,39.61,37.32,42.02,18.41,49.25,52.41,45.77,25.25
"774",2010-03-04,25.71,31.85,39.41,37.4,40.5,18.5,49.17,52.26,45.63,25.49
"784",2010-03-05,26,32.15,40.5,37.6,41.47,18.7,49.26,53.25,46.69,25.49
"794",2010-03-08,25.95,32,40.65,37.17,41.09,18.59,49.04,54.35,47.45,25.45
"804",2010-03-09,25.7,31.46,40.27,37.09,42.11,18.48,48.26,53.55,46.87,25.2
"814",2010-03-10,25.94,31.96,40.23,38,42.49,18.6,49.89,54.55,47.8,25.49
"824",2010-03-11,25.92,31.85,40,37.64,41.95,18.5,49.12,53.35,46.8,25.26
"834",2010-03-12,26.03,32.33,41.86,38.38,42.98,18.5,48.99,53.39,46.85,25.4
"11566",2010-03-15,25.71,31.67,40.13,37.21,40.75,18.03,47.48,52.35,46.17,24.7
"11576",2010-03-16,25.81,31.65,38.61,37.62,39.48,17.9,47.58,53.38,47.1,24.99
"11586",2010-03-17,26.08,32.25,38.8,38.07,41.49,18.15,47,54.6,48.09,25.34
"11596",2010-03-18,25.89,31.75,38.2,37.67,40.68,18.05,47.09,54.3,47.71,25.18
"11606",2010-03-19,NA,31.95,38.76,37.39,40.56,18.1,47.1,53.95,47.5,25.25
"11615",2010-03-22,25.35,31.22,37.56,36.65,39.91,17.2,46.75,52.79,46.44,24.99
"11625",2010-03-23,25.75,31.89,38.01,37.69,40.8,17.44,47.2,55.11,48.25,25.16
"11635",2010-03-24,25.09,30.95,37.62,36.94,41,17.75,46.8,55.36,48.28,24.98
"11644",2010-03-25,25.11,31.08,37.13,36.7,40.65,17.43,46.74,56.2,48.79,25
"11654",2010-03-26,25.18,31.25,36.82,36.81,40.63,17.65,46.2,55.65,48.4,24.85
"11664",2010-03-29,25.49,31.59,36.6,37.5,40.18,18,46.35,56.39,48.93,24.88
"11674",2010-03-30,25.7,32.07,37.49,38.25,40.14,18.08,46.11,57.75,49.82,25.33
"11684",2010-03-31,25.6,32.15,37.3,38.5,39.7,17.78,46.14,56.9,49.13,25.4
"11694",2010-04-01,26.2,33.01,38.6,39.19,41.45,18,46.83,57.79,49.95,25.33
"11704",2010-04-05,NA,33.15,38.21,39.17,40.65,17.72,46.8,58,50.17,25.37
"11713",2010-04-06,26.32,32.83,37.95,39,40.55,17.66,46.86,57.31,49.54,25.3
"11723",2010-04-07,26.15,32.7,38.04,38.81,41.18,17.64,47.46,57.25,49.68,25.5
"11733",2010-04-08,26.03,32.6,37.74,38.6,41.88,17.52,47.71,57.78,49.91,25.18
"11743",2010-04-09,26.86,33.82,37.99,40,41.35,17.74,46.75,59.47,50.99,25.28
"11753",2010-04-12,26.87,33.59,37.52,39.93,40.85,17.62,46.51,59.4,50.95,25.25
"11763",2010-04-13,26.6,33.3,38.27,39.69,41.5,17.67,47.16,59,50.78,25.19
"11773",2010-04-14,26.35,33,38.1,39.5,42.52,17.6,47.19,59.56,51.14,25.01
"11783",2010-04-15,26.16,33.1,37.43,39.75,42.22,17.6,46.7,59.4,50.81,25.06
"11792",2010-04-16,26.12,32.54,36.7,39.36,41.66,17.74,46.5,59,51.07,25.24
"11802",2010-04-19,25.3,31.82,36.42,38.18,40.91,17.8,47.1,57.88,50.14,25.29
"11812",2010-04-20,25.55,31.8,36.47,37.95,41.26,17.7,47.13,57.98,50.5,25.39
"11822",2010-04-22,25.35,31.65,35.99,37.79,40.9,17.65,46.59,55.68,48.7,24.7
"11832",2010-04-23,25.63,31.8,36.6,37.81,41.27,17.82,46.63,56.69,49.59,25
"11842",2010-04-26,25.63,31.8,37,37.95,41.23,17.78,47.1,56.51,49.41,25.05
"11852",2010-04-27,25.1,31.01,36.62,37.17,40.34,17.53,47.24,55.52,48.6,24.99
"11862",2010-04-28,24.9,31.2,36.27,36.6,39.39,17.5,46.96,53.98,47.1,25.12
"11872",2010-04-29,25.4,31.45,37,37.31,41,17.46,46.68,53.6,47.15,25.2
"11882",2010-04-30,25.7,31.76,37.2,37.61,42.3,17.36,47.25,54.02,47.57,25.1
"11892",2010-05-03,25.5,31.63,38.95,37.5,42.88,18.25,46.31,53.04,46.54,25.2
"11902",2010-05-04,25.33,31.38,37.25,37.55,44.05,18.65,46.31,51.15,44.9,25.39
"11912",2010-05-05,24.7,30.28,36.88,36.44,42.45,18.55,45.02,49,42.68,24.52
"11922",2010-05-06,24.93,30.9,36.98,36.38,42.52,18.91,45.87,50,43.8,24.97
"11932",2010-05-07,24.85,30.93,36,36.25,40.51,18.01,44.1,50.3,43.37,24.1
"11942",2010-05-10,25.74,31.8,37.49,37.91,42.5,18.4,45.15,52.21,45.65,24.49
"11952",2010-05-11,25.3,31.23,36.03,36.99,41.9,18.3,45.32,51.31,44.51,22.86
"11962",2010-05-12,25.3,31.5,35.41,37.31,42.5,18.84,45.53,51.69,44.71,23.39
"11972",2010-05-13,25.5,31.68,35.71,37,42.05,19.44,46.2,51.3,44.54,23.75
"11982",2010-05-14,24.93,30.88,34.99,36.11,42,18.45,45.4,49.79,43.17,23.83
"11992",2010-05-17,24.7,30.79,33.18,36,40.61,18.7,45,48.79,42.27,24
"12002",2010-05-18,25,31.11,31.45,36.22,42.88,18.89,45.69,48.8,42.05,22.93
"12012",2010-05-19,24.18,29.8,28.4,32.9,41.69,18.74,45.87,46.08,39.35,21.75
"12022",2010-05-20,23.39,28.85,29.3,32.6,41.98,18.25,44.69,44.31,37.75,21.4
"12032",2010-05-21,23.1,29,28.8,33,40.9,17.78,44.7,44.27,37.81,21
"12042",2010-05-24,24.1,30.19,29.77,33.4,42.91,18.5,44.33,46.6,40,22
"12052",2010-05-25,23.49,29.02,28.4,31.55,41.2,18.1,43.5,45.03,38.51,21.79
"12062",2010-05-26,23.4,28.95,29.41,32.5,41.75,18.65,44.06,47.35,40.9,22.3
"12072",2010-05-27,23.21,29.18,29.66,33.64,42.7,18.5,44.33,48.2,40.95,23.97
"12082",2010-05-28,23.55,29.49,30.5,33.55,43.4,18.3,44.25,49.4,42.1,23.75
"12092",2010-05-31,NA,29.79,30.4,34.18,43.05,18.55,44,49.3,42.35,23.5
"12100",2010-06-01,24.47,29.8,29.9,34.06,42.65,18.26,44.05,48.82,41.91,23.42
"12110",2010-06-02,24.3,29.85,29.69,34.05,42.25,18.61,44.01,48.8,42,23.59
"12120",2010-06-04,24.35,29.99,29.73,34.6,42.65,18.77,43.99,48.48,41.9,23.89
"12130",2010-06-07,24.47,29.91,29.3,34.3,42.8,18.96,44.53,47.72,41.1,23.6
"12140",2010-06-08,23.99,29.66,29.1,33.48,43.87,18.65,45.78,46.5,40.15,23.6
"12150",2010-06-09,24.11,29.75,28.92,34.09,44.51,18.8,46,47.15,40.71,23.5
"12159",2010-06-10,23.83,29.36,29.45,33.75,43.78,18.98,45.9,47.4,40.99,23.55
"12169",2010-06-11,24.01,29.74,30.81,34.02,43.45,18.87,45,47.4,40.98,23.7
"12179",2010-06-14,24.45,30.39,32,35.2,45.41,18.71,44.9,48.95,42.1,23.8
"12189",2010-06-15,24.2,29.97,32,34.55,45.78,18.48,45.95,48.61,41.91,24
"12199",2010-06-16,NA,30.17,32.52,34.81,45.83,18.4,45.72,48.65,41.9,23.92
"12208",2010-06-17,24.81,30.61,32.79,35.25,48.1,18.26,46.11,48.64,42.1,24.48
"12218",2010-06-18,24.5,30.38,32.85,35.23,48.5,18.4,46.94,47.57,41.3,24
"12228",2010-06-21,25,31,33.8,35.48,48.45,18.3,47.18,48.5,42.01,24.05
"12238",2010-06-22,24.88,30.9,33.05,35.32,47.49,18.21,47.11,48.61,41.88,24.39
"12248",2010-06-23,NA,30.66,34.14,35.42,48.8,18.5,45.99,48.42,41.84,24.8
"12257",2010-06-24,NA,30.68,33.8,35.22,48.65,18.57,45.82,48.37,41.85,24.91
"12266",2010-06-25,24.1,29.75,32.69,34.42,48.19,18.86,46.29,47.7,41.2,25.24
"12276",2010-06-28,24.55,30.1,32.87,34.4,48.72,18.86,46.5,48,41.86,25.47
"12285",2010-06-29,23.84,29.4,31.86,34,50.18,18.45,46.81,45.76,40,24.79
"12295",2010-06-30,23.2,28.6,30.88,33.1,49.01,18.95,46.4,44.82,39.1,24.8
"12305",2010-07-01,23.28,28.25,30.54,33.1,49.22,18.86,46.91,43.61,38.14,24.89
"12315",2010-07-02,NA,29.55,29.12,34,47.46,18.48,45.8,44.01,38.7,24.77
"12324",2010-07-05,24.1,29.41,29.4,34.16,48.4,18.69,45.65,43.6,38.07,24.34
"12333",2010-07-06,24.15,29.64,29.01,33.98,48.21,18.89,46.64,44.2,38.6,24.3
"12343",2010-07-07,24.48,30.1,28.87,34.39,48.24,18.81,47,43.5,37.9,24.64
"12353",2010-07-08,25.3,31.49,29.19,36.25,49.09,19.41,46.49,44.98,39.23,24.9
"12363",2010-07-12,25.82,32.58,28.97,37.32,48.27,19.79,46.4,45,39.25,24.55
"12373",2010-07-13,25.87,32.28,28.71,37.35,47.8,19.97,45.71,44.61,38.66,25.1
"12383",2010-07-14,23.68,29.29,28.99,37.09,48.67,19.97,46.24,44.35,38.28,24.88
"12393",2010-07-15,23.5,29.25,29.5,36.94,51.2,20.19,45.79,44.09,38.1,25.02
"12403",2010-07-16,23.69,29.4,29.19,36.95,50.7,19.99,45.13,43.5,37.8,25.39
"12413",2010-07-19,23.15,28.99,28.71,36.4,49.85,20.18,45.35,43.2,37.79,25.4
"12423",2010-07-20,23.61,29.32,28.62,36.66,50.21,20.09,45.5,43.94,38.42,25.25
"12433",2010-07-21,24.06,30.24,29.48,37.45,51.05,20.28,45.58,47.01,41.5,25.38
"12443",2010-07-22,24.14,30.1,29.3,37.48,50.68,20.47,46.21,47.56,41.6,25.25
"12452",2010-07-23,24.4,30.6,30.31,38.19,52.08,20.65,46.47,47.99,41.89,25.28
"12462",2010-07-26,24.44,30.85,31.3,38.55,52.12,20.37,46.74,48.23,42.16,25.69
"12471",2010-07-27,24.68,30.97,32.7,38.8,51.42,20.5,46.77,48.6,42.33,25.65
"12481",2010-07-28,24.67,31.04,32.43,38.5,52.05,20.37,46.35,47.84,41.88,25.84
"12491",2010-07-29,25.74,32.1,32.36,39.59,52.94,20.3,46.9,49,42.8,25.84
"12500",2010-07-30,25.15,31.88,31.89,39.05,55.29,20,46.69,48.15,42.45,25.06
"12510",2010-08-02,25.36,32.5,34,39.6,59.98,20.49,48.58,49,43.26,25.3
"12519",2010-08-03,25.64,32.16,33,38.99,55.9,20.5,48.63,50.45,43.95,25.21
"12529",2010-08-04,25.5,32,32.68,38.74,54.75,20.88,48.52,50.88,44.4,25.16
"12539",2010-08-05,25.19,31.58,32.33,37.89,55.4,20.97,48.51,50.3,43.79,25.51
"12549",2010-08-06,25.47,31.59,32.1,37.72,54.89,21.1,48.1,50.26,43.8,25.34
"12559",2010-08-09,25.64,31.91,30.8,38.6,53.3,21.24,48.49,50.82,44.34,25.69
"12569",2010-08-10,25.58,31.85,29.05,38.25,52.11,20.96,47.74,50.05,43.71,25.05
"12579",2010-08-11,25.16,31.35,29.43,37.81,53.19,20.7,48.44,49.15,42.94,24.95
"12589",2010-08-12,NA,30.83,29.14,37.23,54.11,20.7,47.72,47.85,41.95,24.55
"12598",2010-08-13,24.96,31,29.36,37.53,55.32,21.2,47.8,48.68,42.76,24.9
"12608",2010-08-16,24.82,30.79,28.9,37.45,55.29,21.2,47.75,48.79,42.89,25
"12618",2010-08-17,25.3,31.22,29.3,38,55.6,21.02,48.14,49.88,43.73,24.65
"12628",2010-08-18,25.27,31.38,29.3,38,57.15,21.35,48.45,50.08,44,24.74
"12638",2010-08-19,25.3,31.78,29.08,37.85,57.68,21.5,49,50.22,44.15,24.15
"12648",2010-08-20,NA,31.2,29.64,37.5,55.7,21.41,49.06,49.98,43.68,23.65
"12657",2010-08-23,25.1,31.2,29.79,37.37,56.86,21.79,49.5,49.53,43.5,24.07
"12667",2010-08-24,24.86,30.85,28.6,37.05,55.6,20.87,49,47.13,41.71,23.65
"12677",2010-08-25,24.55,30.4,28.72,36.55,55.95,21.26,48.91,46.6,41.1,23.8
"12687",2010-08-26,24.29,30.19,29.05,36.65,55.3,21.25,49.34,46.6,41.34,23.98
"12697",2010-08-27,24,29.78,28.27,36.07,54,21.47,49.57,46.4,41.08,23.99
"12706",2010-08-30,24.35,30.28,28.5,36.9,54,21.18,49.32,47.35,41.8,24.54
"12715",2010-08-31,24.01,29.7,28,36.95,55.5,21.34,49.87,46.2,40.7,24.8
"12725",2010-09-01,24.99,30.73,28.4,38,56.7,21.4,49.99,47.54,41.95,25.1
"12735",2010-09-02,NA,31.4,29.12,38.26,57,21.5,49.03,49.05,43.01,24.71
"12744",2010-09-03,25.01,31.1,29.29,38.2,57,21.25,49.68,49.45,43.34,24.48
"12754",2010-09-06,24.45,30.65,28.7,37.85,55.4,21.23,48.6,48.87,42.87,24.45
"12763",2010-09-08,24.5,30.69,28.46,37.64,55.24,20.5,49.04,47.5,42,24.32
"12772",2010-09-09,24.35,30.82,28.55,37.54,54.49,21.04,49.38,47.47,41.91,24.83
"12781",2010-09-10,NA,30.81,29.1,37.22,54.58,21.19,48.59,47.35,41.93,24.5
"12789",2010-09-13,24.75,31.3,29.25,37.53,55.24,21.39,49.26,47.6,42,24.76
"12798",2010-09-14,25.4,31.89,29.01,38.4,54.81,21.23,49.44,48.2,42.44,25.1
"12808",2010-09-15,25.49,32.15,29.36,38.84,53.71,21.24,50.44,47.76,42.03,25.22
"12818",2010-09-16,NA,32.22,29.49,39.03,54.44,21.02,51.19,47.99,42.25,26.08
"12826",2010-09-17,25.6,32.24,30.72,38.78,55.35,21.1,50.38,47.75,42.13,25.31
"12835",2010-09-20,25.59,31.97,31.5,38.77,55.22,21.13,50.2,47.49,42.07,26
"12845",2010-09-21,25.78,32.38,31.68,38.87,56.36,20.75,51,48.15,42.6,25.96
"12855",2010-09-22,25.46,31.85,31.6,38.38,55.02,21.09,51.28,47.85,42.56,25.67
"12865",2010-09-23,25.46,32.1,32.12,38.3,55.39,20.83,51.96,48.75,43,25.12
"12874",2010-09-24,25.8,32.99,32,39.19,57,21.06,52.88,50.3,44.2,25.2
"12883",2010-09-27,25.35,32.45,31.33,38.6,57.28,21,51.3,50.9,44.98,25.54
"12892",2010-09-28,25.5,32.7,31.35,38.7,57.13,21.2,51.94,51.9,45.65,26.1
"12902",2010-09-29,25.71,32.64,31.58,38.82,56.26,21.16,51.18,51.85,45.67,25.78
"12912",2010-09-30,26.5,33.65,31.89,39.76,57.09,21.44,51.91,52.4,46.3,26.15
"12922",2010-10-01,26.95,33.92,31.59,40.55,58.21,21.71,52.46,52.61,46.5,25.45
"12932",2010-10-04,26.97,34.1,31.48,40.68,59.2,22.29,52.5,52.42,46.51,25.79
"12942",2010-10-05,27,34.28,31.4,41,59.79,23.15,54.38,53.1,46.95,25.81
"12952",2010-10-06,27.64,34.95,31.82,41.93,61.3,23.74,54.36,53.56,47.39,26.27
"12962",2010-10-07,27.5,35,31.79,41.76,61.93,24.35,53.58,53.95,47.69,26.59
"12972",2010-10-08,27.49,34.78,31.13,41.45,62,23.7,51.32,53.4,47.39,26.96
"12982",2010-10-11,28.13,35.62,31.19,42.45,63.92,25.04,52.71,53.39,47.1,27.2
"12992",2010-10-13,28.2,35.85,31.28,42.4,64.14,24.95,53.55,53.76,47.65,27.47
"13002",2010-10-14,28.42,36.19,30.69,42.5,64.72,24.91,53.35,53.59,47.6,27.28
"13012",2010-10-15,28.2,36.15,30.44,42.5,64.95,24.83,53.71,53.74,47.8,26.9
"844",2010-10-18,27.59,35.55,30.59,42.37,63.51,24.97,52.97,53.27,47.63,26.21
"854",2010-10-19,27.29,35.3,30.18,42.25,61.46,24.75,52.39,53.51,48.15,27.28
"864",2010-10-20,27.41,35.5,29.34,42.21,62.07,24.81,51.08,53.4,48.39,27.11
"874",2010-10-21,27.46,35.86,29.72,42.6,64.29,25.2,52.35,55.03,49.4,26.9
"884",2010-10-22,27.4,35.73,29.68,42.3,63.78,24.8,52.95,54,48.58,26.58
"894",2010-10-25,27.43,36,29.7,42.67,64.49,25.13,52.41,54.28,48.65,26.98
"904",2010-10-26,27.9,36.15,29.51,42.22,63.38,24.89,52.2,54.33,48.35,26.7
"914",2010-10-27,28.05,36.36,29.99,42.47,62.5,24.96,54.34,54.51,48.86,27.18
"924",2010-10-28,27.75,35.52,30.82,42,63.31,24.89,54.5,55.6,49.7,27
"934",2010-10-29,27.07,34.86,30.64,41.38,64.56,25.39,52.99,53.65,48,26.51
"944",2010-11-01,27.4,35.11,31.1,41.57,67.4,25.05,53,54,48.02,26.1
"954",2010-11-03,28.09,36.4,31.73,42.15,67.18,26.31,53.41,54.96,48.8,26.74
"964",2010-11-04,28.36,36.7,31.3,42.5,66.54,26.83,52.98,54.79,48.7,27.21
"974",2010-11-05,28.62,36.69,30.25,43.08,65.39,25.99,52.96,55.5,49.21,27.89
"984",2010-11-08,28.79,36.84,33,43.2,63.29,26.38,52.8,55.32,49.25,27.8
"994",2010-11-09,28.85,37.15,32.12,43.72,63.35,26.57,52.9,56.4,50.02,27.88
"1004",2010-11-10,28.2,35.97,30.9,42.3,63,25.91,53,55.57,49.4,28.39
"1014",2010-11-11,28.12,36.12,30.88,42.44,62.86,25.92,52.86,55.79,49.91,28.1
"1024",2010-11-12,27.7,35.48,31.9,41.75,61.5,25.2,51.62,55,49.21,27.5
"1034",2010-11-16,27.63,35.33,31.88,41.71,60.72,25.56,51.66,54.69,48.75,27.98
"1044",2010-11-17,27.21,35.09,31,41.2,60,25.39,51.71,54.1,48.38,27.89
"1054",2010-11-18,27.42,35.43,32.55,41.65,62.11,25.01,53.5,54.55,48.94,27.86
"1064",2010-11-19,27.22,34.88,32.48,41.32,62.9,25.49,53.36,54.66,49.02,27.7
"1073",2010-11-22,27.4,35.29,32.7,41.78,63.89,26,53.5,54.94,49.16,28.1
"1083",2010-11-23,26.7,34.17,31.22,40.69,62.5,25.86,53.6,54.67,48.69,27.39
"1093",2010-11-24,26.87,34.21,32,40.39,61.33,26.13,54.91,54.44,48.5,27.47
"1103",2010-11-25,26.79,34.78,32.7,40.69,61.75,25.99,56.3,55.3,49.65,27.55
"1113",2010-11-26,26.69,34.2,32.51,40.12,60.7,25.79,55.65,54.5,48.75,27.51
"1122",2010-11-29,26.5,34.15,32.01,39.95,60.88,25.75,54.65,53.94,48.28,27.1
"1132",2010-11-30,26.69,34.08,31.02,39.45,59.49,25.94,54,54.1,48.19,27.19
"1142",2010-12-01,26.54,33.95,31,40,61.12,25.93,53.98,54.53,48.85,27.17
"1152",2010-12-02,26.71,34.59,31.53,40.29,60.6,25.96,55.29,55.45,49.5,27.81
"1162",2010-12-03,26.66,34.59,32.7,39.82,59.87,25.93,54.89,55.85,49.7,27.48
"1172",2010-12-06,26.05,33.9,34.47,39.55,59.09,25.7,55.99,56.59,50.15,27.8
"1182",2010-12-07,25.93,33.3,33.69,39.52,59.62,25.99,54.47,57.4,50.66,27.86
"1192",2010-12-08,25.46,32.95,33.72,39.3,58.01,25.99,54.47,56.44,49.92,28.21
"1202",2010-12-09,25.8,32.94,34.25,38.95,57.55,26.59,53.28,55.57,49.32,28.54
"1212",2010-12-10,25.8,32.7,33.44,38.59,55.73,26.76,53.69,56.48,49.95,28.6
"1222",2010-12-13,25.43,32.7,34.4,38.69,55.5,26.76,54.99,57.08,50.49,28.64
"1232",2010-12-14,25.65,32.9,34.51,38.59,57.7,27.2,54.5,57.96,50.89,28.7
"1241",2010-12-15,25.5,32.78,33.02,38.35,57.95,27,53.91,57.38,50.35,28.55
"1251",2010-12-16,25.3,32.59,32.18,38.5,56.56,27.27,54.58,57,50.35,28.77
"1261",2010-12-17,24.95,32.12,31.49,38.1,54.51,26.7,53.49,56.88,49.89,28.9
"1270",2010-12-20,25.1,32.28,31.42,38.6,53.7,27.16,55.35,57.28,50.15,28.16
"1280",2010-12-21,24.98,31.97,32.19,37.8,54.72,27.89,55.69,56.85,50.06,28.96
"1290",2010-12-22,25.05,32.37,31.95,38.59,56.45,28.49,54.84,57.16,50.2,28.85
"1300",2010-12-23,25.54,32.75,31.69,39.18,56.3,27.34,54.91,57.07,50.35,28.79
